ABC060 D SimpleKnapsack,http://chakku.hatenablog.com/entry/2017/06/13/021049

ARC085 D ABS,http://chakku.hatenablog.com/entry/2017/11/12/024156

技術奥プログラミングコンテスト2 C 有給休暇,http://chakku.hatenablog.com/entry/2016/08/07/215804
