SRM699 Div1 Easy OthersXor,http://chakku.hatenablog.com/entry/2016/09/28/040514
SRM700 Div1 Easy FindingFriend,http://chakku.hatenablog.com/entry/2016/11/03/130823
SRM723 Div1 Easy TopXorer,http://chakku.hatenablog.com/entry/2018/02/04/222915

TCO2016 Round2C Easy BearBall,http://chakku.hatenablog.com/entry/2016/06/19/152406
